Index,Name,Description,Brand,Category,Subcategory,Price,Currency,Discount_Pct,Final_Price,Tax_Rate,Stock,EAN,SKU,Internal_ID,Color,Size,Material,Weight_kg,Length_cm,Width_cm,Height_cm,Rating,Review_Count,Availability,Supplier,Country_of_Origin,Warranty_Months,Tags,Image_URL,Created_At,Updated_At
9738,Puma Building Blocks Blue 6,Letter page represent hair several mind newspaper threat yeah than trial reduce poor improve art third card.,Puma,Toys & Games,Building Blocks,94094.58,EUR,15,79980.39,18,1986,6307077721321,PUM-TOY-009738,PROD-6956068D,Blue,6,Aluminium,13.84,86.5,28.2,65.7,1.8,10559,In Stock,Johnson Ltd,India,24,Toys & Games|Building Blocks|Puma|Blue|Aluminium,https://cdn.example.com/products/prod-6956068d.jpg,2024-09-01 12:00:02,2025-01-10 12:00:02
9739,Nike Office Supplies Teal 9,Benefit thus care word big know sit four culture ready result read role space body ask city you education big guess project those.,Nike,Books & Stationery,Office Supplies,59408.05,INR,0,59408.05,5,3793,0855592310248,NIK-BOO-009739,PROD-EF2E2141,Teal,9,Denim,22.14,68.0,3.7,16.4,3.6,13912,Discontinued,"Smith, Mccullough and Young",Italy,0,Books & Stationery|Office Supplies|Nike|Teal|Denim,https://cdn.example.com/products/prod-ef2e2141.jpg,2023-10-30 13:20:30,2024-08-07 13:20:30
9740,Havells Loafers Purple S,Drug performance bill family though both for section fine increase place which without.,Havells,Footwear,Loafers,53676.77,INR,60,21470.71,12,2230,4477206695938,HAV-FOO-009740,PROD-808CE413,Purple,S,Linen,0.41,113.0,22.7,69.6,4.6,9859,Limited Stock,Smith Group,USA,12,Footwear|Loafers|Havells|Purple|Linen,https://cdn.example.com/products/prod-808ce413.jpg,2024-05-08 18:50:32,2024-09-03 18:50:32
9741,Casio Covers Orange L,Soon month magazine television claim campaign game sport charge apply sport require.,Casio,Automotive,Covers,7455.31,EUR,10,6709.78,5,569,7781553218052,CAS-AUT-009741,PROD-F6FF1834,Orange,L,Aluminium,1.65,90.2,57.4,17.4,4.6,2064,Limited Stock,Jones-Reyes,USA,0,Automotive|Covers|Casio|Orange|Aluminium,https://cdn.example.com/products/prod-f6ff1834.jpg,2022-03-07 11:35:57,2022-12-23 11:35:57
9742,Bajaj Skirts White 6,Century just end listen cultural structure physical fact program yeah politics at walk.,Bajaj,Clothing,Skirts,31638.75,INR,5,30056.81,0,4045,0026179614039,BAJ-CLO-009742,PROD-8B84317E,White,6,Linen,0.28,116.7,85.3,47.9,3.3,9556,Limited Stock,Wells Ltd,South Korea,12,Clothing|Skirts|Bajaj|White|Linen,https://cdn.example.com/products/prod-8b84317e.jpg,2023-01-13 13:00:13,2023-09-11 13:00:13
9743,Dell Decor Beige 6,Rise lot general career continue from benefit carry particularly court smile until magazine body cold that understand pretty.,Dell,Home & Kitchen,Decor,68078.53,INR,50,34039.26,5,1435,6806133039771,DEL-HOM-009743,PROD-8DFE47F8,Beige,6,Stainless Steel,6.81,149.6,85.9,76.8,4.3,15781,Pre-Order,"Sanders, Hall and Hicks",Italy,0,Home & Kitchen|Decor|Dell|Beige|Stainless Steel,https://cdn.example.com/products/prod-8dfe47f8.jpg,2023-06-14 18:07:58,2024-02-26 18:07:58
9744,Lenovo Duffel Bags Pink 38,Assume never discover message successful always compare center loss accept design fish public.,Lenovo,Bags & Luggage,Duffel Bags,63184.04,INR,30,44228.83,5,4903,3839786472520,LEN-BAG-009744,PROD-5FD0F50B,Pink,38,Leather,0.83,76.4,8.7,49.0,2.9,24447,Limited Stock,"Palmer, Gilbert and Brock",Bangladesh,36,Bags & Luggage|Duffel Bags|Lenovo|Pink|Leather,https://cdn.example.com/products/prod-5fd0f50b.jpg,2024-05-13 17:30:59,2025-01-23 17:30:59
9745,Sony Dumbbells Rose Gold L,Push edge right billion night always feeling any may save.,Sony,Sports & Fitness,Dumbbells,18886.36,INR,0,18886.36,18,356,7650505952828,SON-SPO-009745,PROD-ADE7B907,Rose Gold,L,Stainless Steel,14.19,79.9,51.3,38.3,3.2,950,Discontinued,Young and Sons,Vietnam,0,Sports & Fitness|Dumbbells|Sony|Rose Gold|Stainless Steel,https://cdn.example.com/products/prod-ade7b907.jpg,2024-10-30 00:56:14,2025-06-24 00:56:14
9746,Woodland Building Blocks Teal 38,Around stop serious beat keep force next.,Woodland,Toys & Games,Building Blocks,17896.63,INR,20,14317.3,0,1469,2956905911980,WOO-TOY-009746,PROD-78F19FA8,Teal,38,Rubber,5.17,6.3,116.1,34.4,1.3,20915,Discontinued,Snyder Group,USA,0,Toys & Games|Building Blocks|Woodland|Teal|Rubber,https://cdn.example.com/products/prod-78f19fa8.jpg,2023-09-10 13:25:12,2023-10-19 13:25:12
9747,H&M Loafers Grey 11,Newspaper southern central serious bad entire let raise.,H&M,Footwear,Loafers,77172.88,INR,50,38586.44,28,2137,4535377519047,H&M-FOO-009747,PROD-0CC4FA37,Grey,11,Linen,6.23,96.3,96.8,32.2,3.7,18685,In Stock,"Jones, Fox and Haynes",Italy,12,Footwear|Loafers|H&M|Grey|Linen,https://cdn.example.com/products/prod-0cc4fa37.jpg,2023-08-25 18:59:16,2024-06-10 18:59:16
9748,Nikon Monitors Rose Gold XL,Could consumer management season forward future leader conference all without really Republican various address role attorney young degree fill force onto.,Nikon,Electronics,Monitors,8746.66,INR,40,5248.0,28,2419,7776747863033,NIK-ELE-009748,PROD-8A596CBA,Rose Gold,XL,Leather,13.02,167.6,73.9,41.9,4.9,5209,Limited Stock,Davis PLC,India,36,Electronics|Monitors|Nikon|Rose Gold|Leather,https://cdn.example.com/products/prod-8a596cba.jpg,2023-07-15 19:24:14,2024-01-17 19:24:14
9749,Bata Travel Pouches Olive 30,At wonder exactly give race effect again do test garden her pressure win which during tend car shake information front difficult lot vote build at.,Bata,Bags & Luggage,Travel Pouches,55364.92,INR,0,55364.92,5,4138,0658564806363,BAT-BAG-009749,PROD-168F4188,Olive,30,Silk,14.38,10.0,8.9,42.5,1.5,12721,Out of Stock,"Owens, Lopez and Rocha",Vietnam,6,Bags & Luggage|Travel Pouches|Bata|Olive|Silk,https://cdn.example.com/products/prod-168f4188.jpg,2022-11-20 00:35:31,2022-11-26 00:35:31
9750,Reebok Puzzles Beige 32,Third adult be across real wife both minute like.,Reebok,Toys & Games,Puzzles,1121.49,INR,20,897.19,5,4694,8343386578872,REE-TOY-009750,PROD-A57D9A88,Beige,32,Ceramic,15.08,49.3,116.5,45.8,4.3,23221,Limited Stock,Morris-Phelps,Vietnam,6,Toys & Games|Puzzles|Reebok|Beige|Ceramic,https://cdn.example.com/products/prod-a57d9a88.jpg,2024-04-30 18:19:08,2024-10-05 18:19:08
9751,Crompton Resistance Bands Maroon 9,Watch grow model but building kid heart single parent discuss include stop amount situation full drop contain.,Crompton,Sports & Fitness,Resistance Bands,55004.12,INR,40,33002.47,5,3813,9068366182878,CRO-SPO-009751,PROD-6E222B6E,Maroon,9,Denim,17.46,37.5,138.2,2.7,1.0,14273,Pre-Order,"Bowman, Miller and Garcia",Taiwan,24,Sports & Fitness|Resistance Bands|Crompton|Maroon|Denim,https://cdn.example.com/products/prod-6e222b6e.jpg,2023-01-07 09:58:30,2023-08-13 09:58:30
9752,Nikon Men's Grooming Gold 42,Former lead popular everyone professor garden its whole do pay choose instead pretty order anything share politics mean return indicate cover view act.,Nikon,Beauty & Health,Men's Grooming,48876.88,INR,60,19550.75,12,3426,7872409343247,NIK-BEA-009752,PROD-FC4FC8C3,Gold,42,Polyester,20.83,132.3,130.8,75.7,4.3,3892,Discontinued,Castillo-Sanders,China,18,Beauty & Health|Men's Grooming|Nikon|Gold|Polyester,https://cdn.example.com/products/prod-fc4fc8c3.jpg,2024-11-17 04:27:45,2025-06-30 04:27:45
9753,Under Armour Tote Bags Black 8,Child debate blue guess eye painting water look let cup collection me bring role movie.,Under Armour,Bags & Luggage,Tote Bags,48244.14,INR,10,43419.73,28,3737,3520366981692,UND-BAG-009753,PROD-538FFAD0,Black,8,Aluminium,18.58,98.6,12.2,14.2,3.9,7718,In Stock,Adams-Garza,USA,36,Bags & Luggage|Tote Bags|Under Armour|Black|Aluminium,https://cdn.example.com/products/prod-538ffad0.jpg,2023-11-19 05:28:01,2024-10-22 05:28:01
9754,Polo Dresses Purple 8,First this individual camera capital PM operation their five several describe after heavy PM.,Polo,Clothing,Dresses,45972.27,INR,15,39076.43,28,1323,2219361650177,POL-CLO-009754,PROD-7A08F2D4,Purple,8,Plastic,24.18,83.0,76.2,54.7,3.5,7449,Out of Stock,"Leonard, Moody and Hobbs",India,6,Clothing|Dresses|Polo|Purple|Plastic,https://cdn.example.com/products/prod-7a08f2d4.jpg,2023-02-15 08:32:46,2023-08-31 08:32:46
9755,Fastrack Clutches Navy 7,Training hard country among minute ask end back bed goal serve development eat PM more surface article particular poor wonder mention create reveal foot.,Fastrack,Bags & Luggage,Clutches,26902.27,INR,60,10760.91,18,193,4020826943509,FAS-BAG-009755,PROD-69959A35,Navy,7,Cotton,4.01,170.2,58.0,23.0,3.3,6334,Discontinued,Mitchell-Franklin,Bangladesh,12,Bags & Luggage|Clutches|Fastrack|Navy|Cotton,https://cdn.example.com/products/prod-69959a35.jpg,2022-04-10 00:58:48,2023-01-03 00:58:48
9756,Decathlon TVs Brown 6,Recent us million approach agreement everyone because shoulder beautiful good form market these doctor toward talk major still feel.,Decathlon,Electronics,TVs,96095.13,INR,0,96095.13,28,129,9433740853451,DEC-ELE-009756,PROD-CBF1EC30,Brown,6,Glass,2.97,190.3,18.0,67.3,2.2,23209,In Stock,"Walker, Strickland and Hernandez",USA,12,Electronics|TVs|Decathlon|Brown|Glass,https://cdn.example.com/products/prod-cbf1ec30.jpg,2022-05-20 02:22:37,2022-09-27 02:22:37
9757,Levi's Flip Flops Grey 36,Specific section despite reduce full cause suddenly color white another mean tax point dinner activity hold.,Levi's,Footwear,Flip Flops,86635.56,INR,40,51981.34,12,3377,9414895994879,LEV-FOO-009757,PROD-C2952891,Grey,36,Linen,8.7,176.5,42.4,21.9,4.2,2786,Pre-Order,Martinez LLC,Italy,36,Footwear|Flip Flops|Levi's|Grey|Linen,https://cdn.example.com/products/prod-c2952891.jpg,2022-05-29 17:23:05,2022-12-15 17:23:05
9758,Acer Men's Grooming Yellow 7,Teach push class indicate visit couple shake describe drop.,Acer,Beauty & Health,Men's Grooming,35614.28,INR,0,35614.28,18,4494,2565124826199,ACE-BEA-009758,PROD-842D3FC7,Yellow,7,Glass,18.21,149.2,59.2,63.5,1.9,18835,Limited Stock,Hanson Ltd,Taiwan,24,Beauty & Health|Men's Grooming|Acer|Yellow|Glass,https://cdn.example.com/products/prod-842d3fc7.jpg,2024-09-16 15:03:15,2025-01-17 15:03:15
9759,Acer Oral Care Cyan 9,Thought each certain many student until some avoid clear eight game instead language parent crime usually toward.,Acer,Beauty & Health,Oral Care,65995.25,INR,25,49496.44,5,3904,2166256943107,ACE-BEA-009759,PROD-9C8D2B63,Cyan,9,Glass,29.41,146.6,12.4,94.1,4.5,5087,Limited Stock,Foster and Sons,USA,24,Beauty & Health|Oral Care|Acer|Cyan|Glass,https://cdn.example.com/products/prod-9c8d2b63.jpg,2023-04-01 17:17:57,2024-01-05 17:17:57
9760,Polo Cameras Blue XL,Significant film authority hear around boy style program save think how trade hand table group glass run run official important new myself.,Polo,Electronics,Cameras,73124.01,INR,60,29249.6,5,3502,5523124370590,POL-ELE-009760,PROD-FE9FED9F,Blue,XL,Stainless Steel,29.96,8.3,18.9,18.0,4.6,22576,In Stock,"Proctor, Zuniga and Chambers",Japan,12,Electronics|Cameras|Polo|Blue|Stainless Steel,https://cdn.example.com/products/prod-fe9fed9f.jpg,2024-12-13 19:46:32,2025-10-31 19:46:32
9761,Panasonic Duffel Bags Teal One Size,During age former probably on anyone big man red number.,Panasonic,Bags & Luggage,Duffel Bags,45913.5,INR,60,18365.4,0,2033,0248727914754,PAN-BAG-009761,PROD-FEFCE3D8,Teal,One Size,Metal,5.66,120.8,89.0,85.6,4.4,24165,In Stock,Davis Inc,Japan,12,Bags & Luggage|Duffel Bags|Panasonic|Teal|Metal,https://cdn.example.com/products/prod-fefce3d8.jpg,2023-03-22 09:28:31,2023-10-27 09:28:31
9762,Tommy Hilfiger Trolleys Maroon XL,Suggest language local however our better even change commercial security campaign fish rise she.,Tommy Hilfiger,Bags & Luggage,Trolleys,62214.22,INR,40,37328.53,12,4970,1594628433535,TOM-BAG-009762,PROD-BCC50AB9,Maroon,XL,Leather,1.37,148.0,131.3,28.9,2.6,17366,Limited Stock,"Smith, Olsen and Pierce",India,12,Bags & Luggage|Trolleys|Tommy Hilfiger|Maroon|Leather,https://cdn.example.com/products/prod-bcc50ab9.jpg,2024-11-27 14:16:30,2025-07-20 14:16:30
9763,Puma Non-Fiction Orange 11,Single shake city mention present create hour mother central family have one police other price arm read politics majority old American.,Puma,Books & Stationery,Non-Fiction,83572.66,EUR,15,71036.76,18,2688,2063767953062,PUM-BOO-009763,PROD-3659AC57,Orange,11,Nylon,19.87,81.0,100.8,68.0,4.5,16953,Pre-Order,Gonzalez-Kent,Bangladesh,24,Books & Stationery|Non-Fiction|Puma|Orange|Nylon,https://cdn.example.com/products/prod-3659ac57.jpg,2022-09-03 20:32:58,2023-07-25 20:32:58
9764,Fastrack T-Shirts Black 9,College focus well free lead increase health want interest toward eye education air affect can four total perform easy white.,Fastrack,Clothing,T-Shirts,86903.26,INR,10,78212.93,5,4733,4307024642145,FAS-CLO-009764,PROD-3813A07C,Black,9,Silk,9.42,135.2,54.6,44.0,1.3,4923,Out of Stock,Daniel and Sons,Vietnam,12,Clothing|T-Shirts|Fastrack|Black|Silk,https://cdn.example.com/products/prod-3813a07c.jpg,2022-07-27 22:15:03,2023-03-28 22:15:03
9765,Adidas Tote Bags Purple 34,Dinner federal know send gas professor well idea word much against product number help generation such.,Adidas,Bags & Luggage,Tote Bags,48959.56,INR,25,36719.67,28,3628,4347508001570,ADI-BAG-009765,PROD-291C5E41,Purple,34,Linen,28.56,129.9,44.4,6.9,2.8,23660,Limited Stock,Beltran-Rodriguez,Bangladesh,36,Bags & Luggage|Tote Bags|Adidas|Purple|Linen,https://cdn.example.com/products/prod-291c5e41.jpg,2022-05-21 11:04:52,2023-04-15 11:04:52
9766,Nikon Notebooks Yellow 34,Fire at stuff back sure compare support finish sing save challenge.,Nikon,Books & Stationery,Notebooks,84142.7,INR,0,84142.7,28,3212,7417324424178,NIK-BOO-009766,PROD-C4FA5D97,Yellow,34,Denim,19.64,22.1,53.6,40.8,2.7,7494,Pre-Order,Lam LLC,Vietnam,6,Books & Stationery|Notebooks|Nikon|Yellow|Denim,https://cdn.example.com/products/prod-c4fa5d97.jpg,2023-09-29 02:28:18,2024-08-15 02:28:18
9767,Prestige Bath White S,Ago now recent sister in there occur security city shoulder public again situation build.,Prestige,Home & Kitchen,Bath,28055.42,USD,20,22444.34,18,94,0952310311249,PRE-HOM-009767,PROD-FD0F4285,White,S,Denim,22.27,16.9,30.9,84.1,3.1,20353,In Stock,"Gordon, Miller and Roberts",USA,24,Home & Kitchen|Bath|Prestige|White|Denim,https://cdn.example.com/products/prod-fd0f4285.jpg,2024-05-03 18:02:52,2024-12-04 18:02:52
9768,Polo Cycles Maroon 11,Defense week born very see fly democratic bank natural ahead there hot sport whose him leave person.,Polo,Sports & Fitness,Cycles,66067.25,INR,20,52853.8,5,768,7106193488021,POL-SPO-009768,PROD-DAE60706,Maroon,11,Denim,2.68,92.2,63.5,24.4,2.1,22716,Limited Stock,Nichols-Lee,China,18,Sports & Fitness|Cycles|Polo|Maroon|Denim,https://cdn.example.com/products/prod-dae60706.jpg,2023-10-26 11:17:24,2024-02-07 11:17:24
9769,Under Armour Skincare Yellow 11,Red executive choose professor price build minute make late start.,Under Armour,Beauty & Health,Skincare,54416.18,INR,70,16324.85,18,774,4840532272621,UND-BEA-009769,PROD-CC24552A,Yellow,11,Rubber,17.34,43.8,6.9,6.1,2.8,9473,Pre-Order,Rose and Sons,Germany,24,Beauty & Health|Skincare|Under Armour|Yellow|Rubber,https://cdn.example.com/products/prod-cc24552a.jpg,2022-11-06 05:05:48,2023-05-17 05:05:48
9770,Lenovo Video Games Pink 36,Eight rather during west ok art speak in operation maintain military attack wait eye.,Lenovo,Toys & Games,Video Games,68574.3,EUR,5,65145.58,12,2166,0965220627522,LEN-TOY-009770,PROD-A3661F4F,Pink,36,Denim,6.94,187.4,30.8,97.0,3.4,15799,In Stock,Stewart-Wright,Japan,24,Toys & Games|Video Games|Lenovo|Pink|Denim,https://cdn.example.com/products/prod-a3661f4f.jpg,2022-12-11 08:45:14,2023-03-03 08:45:14
9771,Dell Handbags Navy S,The character plan far list see figure crime success sport decade less worry sound.,Dell,Bags & Luggage,Handbags,82164.99,INR,0,82164.99,0,701,2853669226247,DEL-BAG-009771,PROD-BE83665C,Navy,S,Linen,11.62,138.2,37.3,63.6,1.4,1494,Pre-Order,"Mccoy, Green and Reed",Germany,36,Bags & Luggage|Handbags|Dell|Navy|Linen,https://cdn.example.com/products/prod-be83665c.jpg,2024-12-27 14:32:14,2025-09-16 14:32:14
9772,Panasonic Laptops Teal One Size,Expert what recently interest product across base party important writer mention enter win turn prepare fast after newspaper might recently will.,Panasonic,Electronics,Laptops,80923.85,INR,5,76877.66,5,4802,3915699004475,PAN-ELE-009772,PROD-A79705AD,Teal,One Size,Plastic,27.99,118.0,99.8,38.9,3.3,14019,Out of Stock,Miller Group,Italy,6,Electronics|Laptops|Panasonic|Teal|Plastic,https://cdn.example.com/products/prod-a79705ad.jpg,2022-02-13 00:16:45,2022-03-30 00:16:45
9773,Bata Footballs Green 7,Admit detail dark surface win none enough difficult ten employee add recognize.,Bata,Sports & Fitness,Footballs,29391.65,INR,20,23513.32,5,2467,8365331109962,BAT-SPO-009773,PROD-AEC4651D,Green,7,Denim,5.88,156.6,43.1,18.7,2.2,5348,Discontinued,"Monroe, Torres and Vaughn",Vietnam,12,Sports & Fitness|Footballs|Bata|Green|Denim,https://cdn.example.com/products/prod-aec4651d.jpg,2024-04-27 19:45:35,2024-12-06 19:45:35
9774,Fossil Activewear Purple 9,Participant quickly method cultural break production meet fast.,Fossil,Clothing,Activewear,41377.27,INR,15,35170.68,12,3924,3855482919435,FOS-CLO-009774,PROD-55B47E47,Purple,9,Denim,24.67,107.0,59.4,17.4,2.0,15142,Limited Stock,Smith PLC,Vietnam,18,Clothing|Activewear|Fossil|Purple|Denim,https://cdn.example.com/products/prod-55b47e47.jpg,2024-05-07 02:22:49,2025-05-05 02:22:49
9775,Fastrack Laptops Rose Gold XS,That seat billion society throw exactly apply tree field plant Mrs term leg tend they perhaps talk short seat.,Fastrack,Electronics,Laptops,4484.98,INR,40,2690.99,28,807,1536562677460,FAS-ELE-009775,PROD-38839CC7,Rose Gold,XS,Aluminium,1.31,82.9,24.6,5.7,3.2,5575,Pre-Order,"Morrison, Rice and Johnson",China,6,Electronics|Laptops|Fastrack|Rose Gold|Aluminium,https://cdn.example.com/products/prod-38839cc7.jpg,2022-05-08 18:26:45,2022-08-28 18:26:45
9776,Sony Bedding Teal XS,Size firm reduce history rule certainly range study.,Sony,Home & Kitchen,Bedding,12337.41,EUR,25,9253.06,12,149,6761815193199,SON-HOM-009776,PROD-9CBBB546,Teal,XS,Linen,29.86,51.7,32.5,72.4,4.1,19143,Pre-Order,Garcia PLC,Bangladesh,6,Home & Kitchen|Bedding|Sony|Teal|Linen,https://cdn.example.com/products/prod-9cbbb546.jpg,2023-04-10 04:20:25,2023-09-09 04:20:25
9777,Sony Backpacks Cyan 11,Month institution southern away above research military national very ten.,Sony,Bags & Luggage,Backpacks,7432.14,INR,25,5574.11,28,3330,4103536624774,SON-BAG-009777,PROD-026EC49E,Cyan,11,Plastic,15.9,127.2,63.2,73.9,1.1,18000,In Stock,Clay-Franklin,India,18,Bags & Luggage|Backpacks|Sony|Cyan|Plastic,https://cdn.example.com/products/prod-026ec49e.jpg,2023-08-14 18:41:41,2024-02-04 18:41:41
9778,Whirlpool Covers Purple 34,Guy finish clear radio continue control mind statement might do themselves range before.,Whirlpool,Automotive,Covers,633.56,USD,15,538.53,12,2911,4282251962535,WHI-AUT-009778,PROD-9415BE09,Purple,34,Stainless Steel,23.75,20.8,146.9,98.2,5.0,15574,Discontinued,Lewis-Rasmussen,Vietnam,12,Automotive|Covers|Whirlpool|Purple|Stainless Steel,https://cdn.example.com/products/prod-9415be09.jpg,2022-03-06 06:59:51,2022-08-25 06:59:51
9779,Zara Ayurvedic Black 32,Side evening again respond hot end former better he nature weight all enough among laugh tax.,Zara,Beauty & Health,Ayurvedic,89102.55,INR,5,84647.42,28,4610,1061474477681,ZAR-BEA-009779,PROD-34E4BD93,Black,32,Aluminium,23.05,33.7,6.1,78.4,1.5,14564,Pre-Order,Erickson-Burns,Vietnam,18,Beauty & Health|Ayurvedic|Zara|Black|Aluminium,https://cdn.example.com/products/prod-34e4bd93.jpg,2023-12-03 15:23:31,2024-03-07 15:23:31
9780,Apple Moccasins Pink 36,Fish fund heavy none movie south issue audience performance no camera.,Apple,Footwear,Moccasins,94903.17,USD,60,37961.27,28,2315,8926825947431,APP-FOO-009780,PROD-4DA0533E,Pink,36,Stainless Steel,10.72,99.3,106.8,43.3,2.5,24104,Discontinued,"Willis, Jacobs and Diaz",Bangladesh,36,Footwear|Moccasins|Apple|Pink|Stainless Steel,https://cdn.example.com/products/prod-4da0533e.jpg,2023-11-06 13:06:08,2023-12-22 13:06:08
